,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
team Number,nickname,home Championship,event,Week,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,
71,Team Hammond,St. Louis,INPerryMeridian,4,4.89,0.00,0.02,0.02,0.43,0.00,25.60,0.43,-1.00,-1.00,8.53,30.51,-0.04,2.94,0.91,0.33,0.33,0.38,0.41,41.12,4.23,-1.00,-1.00,84.92,0.25,0.23,0.37,42.89,0.75,-1.00,-1.00,0.00,0.41,-0.15,0.03,0.04,0.51,0.31,12.96,66.72,1.45,4.66,-1.00,-1.00,0.93,128.40,169.28,0.42,62.05,1628,,,,,
6666,Regiobots,Houston,Laguna,5,4.77,-0.04,0.26,0.26,0.08,0.00,5.03,0.08,-1.00,-1.00,1.68,10.06,0.09,1.74,0.62,0.33,0.40,0.22,0.00,34.87,1.60,-1.00,-1.00,49.70,0.05,-0.00,0.23,14.21,0.18,-1.00,-1.00,0.05,0.00,0.20,0.55,0.21,-0.03,6.34,2.05,39.90,0.96,1.68,-1.00,-1.00,0.88,61.81,62.71,0.35,7.57,1433,,,,,
2846,FireBears,St. Louis,NorthernLights,1,3.66,0.00,0.02,0.02,-0.20,0.00,-11.87,-0.20,-1.00,-1.00,-3.96,-8.19,-0.19,0.57,0.12,0.33,0.22,0.19,-0.01,37.66,1.35,-1.00,-1.00,61.91,0.08,0.22,0.19,24.13,0.38,-1.00,-1.00,0.00,-0.01,0.26,0.09,0.08,0.10,3.19,2.83,25.79,0.74,1.15,-1.00,-1.00,0.14,56.55,55.74,-0.11,-29.45,1467,,,,,
1732,Hilltoppers,St. Louis,Wisconsin,4,5.60,-1.06,5.78,5.46,0.17,0.00,10.15,0.17,-1.00,-1.00,3.38,21.20,-1.37,18.03,5.51,0.33,0.32,0.51,0.12,44.42,3.21,-1.00,-1.00,94.21,0.44,0.46,-0.02,44.27,0.78,-1.00,-1.00,0.00,0.12,-0.01,-0.03,0.07,0.25,1.67,6.21,54.57,1.28,3.38,-1.00,-1.00,10.97,121.62,133.49,0.35,71.35,1633,,,,,
6474,Armijo Robotics,Houston,Sacramento,4,5.37,0.02,-0.04,-0.03,-0.14,0.00,-8.66,-0.14,-1.00,-1.00,-2.89,-3.31,0.58,-1.92,-0.66,0.33,0.22,0.00,0.00,28.19,0.71,-1.00,-1.00,66.24,0.49,0.25,0.04,38.71,0.67,-1.00,-1.00,0.07,0.00,0.09,-0.20,-0.01,0.25,0.32,5.24,19.53,0.56,0.57,-1.00,-1.00,-0.69,68.16,69.66,-0.02,-21.41,1375,,,,,
5524,MacroProcessors ,St. Louis,MIKetteringUniversity1,1,2.99,0.01,0.06,0.06,0.11,0.00,6.31,0.11,-1.00,-1.00,2.10,9.36,-0.12,0.06,0.01,0.34,0.37,0.11,0.00,28.56,1.09,-1.00,-1.00,51.79,0.32,0.05,0.09,23.22,0.36,-1.00,-1.00,0.00,0.00,0.04,0.12,-0.12,-0.16,-2.82,-3.45,34.87,0.82,1.19,-1.00,-1.00,0.07,57.70,57.70,0.19,-11.87,1406,,,,,
3512,Spartatroniks,Houston,LosAngeles,4,5.18,0.05,-0.19,-0.18,0.62,0.00,37.39,0.62,-1.00,-1.00,12.46,42.40,-0.79,-4.34,-1.54,0.33,0.31,0.36,-0.01,14.64,1.38,-1.00,-1.00,59.36,0.23,0.49,0.21,46.27,0.82,-1.00,-1.00,-0.03,-0.01,0.01,-0.02,0.25,-0.10,6.19,-2.69,52.03,0.99,2.01,-1.00,-1.00,-1.72,99.07,97.83,0.23,49.28,1611,,,,,
4522,Team SCREAM,St. Louis,ArkansasRockCity,2,3.73,0.00,-0.19,-0.19,0.09,0.00,5.14,0.09,-1.00,-1.00,1.71,8.68,-0.45,-0.54,-0.24,0.36,0.42,-0.14,0.00,22.23,0.22,-1.00,-1.00,58.60,0.06,0.38,0.29,36.60,0.63,-1.00,-1.00,0.00,0.00,0.12,-0.06,0.43,0.24,11.30,5.82,27.37,0.64,0.31,-1.00,-1.00,-0.43,73.10,73.10,0.61,63.11,1608,,,,,
360,The Revolution,Houston,PNWAuburnMountainview,1,4.55,0.25,0.01,0.10,0.32,0.00,19.23,0.32,-1.00,-1.00,6.41,23.87,-0.63,0.80,0.18,0.34,0.41,0.23,0.00,26.56,1.42,-1.00,-1.00,60.64,0.31,0.18,0.19,33.90,0.57,-1.00,-1.00,0.00,0.00,0.12,-0.21,-0.09,0.08,-1.70,1.05,45.79,0.98,1.74,-1.00,-1.00,0.28,85.56,85.56,0.40,31.82,1537,,,,,
4325,RoboRangers,St. Louis,MISt.Joseph,2,4.10,0.00,0.41,0.41,0.11,0.00,6.56,0.11,-1.00,-1.00,2.19,11.06,3.64,4.10,1.64,0.33,0.17,0.22,0.00,24.34,1.09,-1.00,-1.00,78.36,0.51,0.38,0.16,52.38,0.94,-1.00,-1.00,0.00,0.00,-0.03,-0.18,0.10,0.33,2.29,7.35,30.90,0.72,1.20,-1.00,-1.00,2.05,96.77,96.77,0.40,31.66,1512,,,,,
2537,Space RAIDers,St. Louis,CHSCentralMaryland,4,4.36,-0.05,0.00,-0.01,0.29,0.00,17.56,0.29,-1.00,-1.00,5.85,21.91,-0.67,-0.04,-0.05,0.34,0.33,0.49,0.00,34.69,2.40,-1.00,-1.00,74.33,0.16,0.20,0.44,39.68,0.69,-1.00,-1.00,0.00,0.00,-0.00,0.37,0.13,-0.02,3.30,1.30,52.25,1.16,2.69,-1.00,-1.00,-0.06,97.54,97.54,0.21,49.72,1561,,,,,
1280,Ragin' C- Biscuits of San Ramon Valley High,Houston,SiliconValley,5,5.17,0.01,-0.25,-0.24,0.22,0.00,13.04,0.22,-1.00,-1.00,4.35,17.97,-0.18,0.13,-0.00,0.35,0.35,-0.03,0.12,23.40,1.13,-1.00,-1.00,67.59,0.41,-0.03,0.51,44.19,0.78,-1.00,-1.00,-0.00,0.12,-0.36,0.31,-0.39,0.41,-11.58,11.73,36.44,0.80,1.35,-1.00,-1.00,-0.24,97.29,109.45,0.22,41.77,1454,,,,,
1648,G3 Robotics,Houston,PCHColumbus,3,5.97,-0.41,-0.04,-0.17,0.44,0.00,26.52,0.44,-1.00,-1.00,8.84,32.32,-0.26,1.14,0.34,0.33,0.37,0.37,-0.01,24.67,1.68,-1.00,-1.00,66.97,0.34,0.18,0.32,41.96,0.73,-1.00,-1.00,0.00,-0.01,-0.09,0.10,-0.02,0.13,-0.92,3.83,51.19,1.06,2.12,-1.00,-1.00,0.18,103.12,101.66,0.49,77.67,1588,,,,,
5152,Alotobots,St. Louis,MILansing,4,5.22,0.00,-0.07,-0.07,0.04,0.00,2.19,0.04,-1.00,-1.00,0.73,7.33,0.39,-0.72,-0.25,0.33,0.34,0.14,-0.07,28.37,0.79,-1.00,-1.00,58.40,0.01,0.31,0.28,30.28,0.50,-1.00,-1.00,0.00,-0.07,-0.06,0.22,-0.02,0.54,-0.69,14.64,30.55,0.75,0.83,-1.00,-1.00,-0.32,80.37,73.25,0.25,0.56,1501,,,,,
5747,Athena,Houston,ISR1,1,3.41,0.00,0.81,0.81,0.04,0.00,2.35,0.04,-1.00,-1.00,0.78,6.58,0.17,1.97,0.68,0.33,0.27,0.12,0.00,27.26,0.97,-1.00,-1.00,51.97,0.28,-0.03,0.23,24.03,0.38,-1.00,-1.00,0.00,0.00,-0.14,-0.14,0.08,0.12,1.25,2.35,29.62,0.72,1.01,-1.00,-1.00,1.49,60.90,60.94,0.31,24.83,1476,,,,,
1294,Top Gun,Houston,PNWGlacierPeak,4,5.94,0.08,0.41,0.41,0.29,0.00,17.61,0.29,-1.00,-1.00,5.87,23.96,0.12,-1.88,-0.61,0.33,0.34,0.41,0.16,37.87,3.00,-1.00,-1.00,87.25,0.49,0.22,0.29,49.99,0.89,-1.00,-1.00,0.00,0.16,-0.03,0.03,-0.04,0.17,-1.24,4.43,55.47,1.24,3.30,-1.00,-1.00,-0.20,115.64,132.13,0.29,61.89,1638,,,,,
3663,CPR - Cedar Park Robotics,Houston,PNWGlacierPeak,4,3.65,-0.01,-0.36,-0.36,0.26,0.00,15.67,0.26,-1.00,-1.00,5.22,18.96,-0.11,-2.57,-0.91,0.33,0.36,0.50,0.02,37.91,2.57,-1.00,-1.00,86.37,0.19,0.35,0.45,49.37,0.88,-1.00,-1.00,0.00,0.02,0.17,-0.03,0.01,0.45,1.20,11.17,53.58,1.21,2.83,-1.00,-1.00,-1.27,116.50,118.37,0.35,58.10,1639,,,,,
4456,Mech Cadets,St. Louis,CHSNorthernVirginia,1,5.07,-0.16,-0.13,-0.16,0.04,0.00,2.31,0.04,-1.00,-1.00,0.77,7.22,-0.07,2.05,0.46,0.33,0.37,0.04,-0.01,27.89,0.81,-1.00,-1.00,45.36,0.24,0.18,-0.07,17.01,0.24,-1.00,-1.00,-0.00,-0.01,-0.12,0.29,-0.04,0.30,-1.54,8.92,30.20,0.74,0.85,-1.00,-1.00,0.30,61.51,60.82,0.37,4.25,1473,,,,,
3006,Red Rock Robotics,Houston,Utah,2,5.63,0.00,-0.67,-0.67,0.05,0.00,3.11,0.05,-1.00,-1.00,1.04,8.07,-0.48,1.15,0.35,0.35,0.26,0.15,0.00,28.43,1.04,-1.00,-1.00,76.88,0.33,0.18,0.45,48.11,0.86,-1.00,-1.00,0.01,0.00,0.15,-0.09,0.24,0.14,6.69,3.13,31.54,0.76,1.09,-1.00,-1.00,-0.33,88.08,88.18,0.25,21.43,1474,,,,,
5556,Carriagetown Robotics,St. Louis,NESouthernNH,4,3.97,-0.39,-0.14,-0.26,-0.14,0.00,-8.66,-0.14,-1.00,-1.00,-2.89,-4.95,-0.73,1.56,0.47,0.33,0.33,0.19,0.09,43.53,2.09,-1.00,-1.00,88.51,0.24,0.23,0.42,44.52,0.79,-1.00,-1.00,0.00,0.09,0.25,0.18,-0.07,0.43,-0.44,11.54,34.87,0.94,1.95,-1.00,-1.00,0.21,95.11,103.80,0.22,25.11,1485,,,,,
2199,Robo-Lions,St. Louis,CHSNorthernMaryland,3,3.92,-0.03,0.00,0.00,0.33,0.00,19.84,0.33,-1.00,-1.00,6.61,23.76,0.26,-0.04,-0.01,0.33,0.33,0.10,-0.02,16.17,0.57,-1.00,-1.00,58.24,0.38,0.13,0.33,42.08,0.74,-1.00,-1.00,0.00,-0.02,0.00,0.06,0.11,0.39,2.83,10.13,36.01,0.74,0.90,-1.00,-1.00,-0.01,92.12,89.70,0.41,41.60,1571,,,,,
2197,Las Pumas,St. Louis,INPerryMeridian,4,5.48,0.00,-0.55,-0.55,0.16,0.00,9.60,0.16,-1.00,-1.00,3.20,14.53,-0.01,-0.52,-0.21,0.33,0.26,0.25,-0.05,25.23,1.13,-1.00,-1.00,67.09,0.35,0.38,0.11,42.07,0.74,-1.00,-1.00,0.00,-0.05,0.16,0.62,-0.06,0.04,-0.69,4.04,34.83,0.79,1.29,-1.00,-1.00,-0.76,85.66,80.29,0.33,16.71,1517,,,,,
781,Kinetic Knights,St. Louis,ONGeorgianCollege,4,5.56,0.00,-0.17,-0.17,0.09,0.00,5.46,0.09,-1.00,-1.00,1.82,10.84,0.36,1.50,0.36,0.33,0.40,0.25,0.00,35.91,1.73,-1.00,-1.00,75.87,0.31,0.25,0.23,39.60,0.69,-1.00,-1.00,0.00,0.00,-0.07,0.19,-0.20,0.24,-5.32,7.06,41.37,0.99,1.82,-1.00,-1.00,0.19,93.77,93.99,0.44,49.76,1495,,,,,
3357,COMETS,St. Louis,INSt.Joseph,2,5.15,0.00,1.03,1.03,0.20,0.00,12.26,0.20,-1.00,-1.00,4.09,18.44,0.14,13.75,4.47,0.33,0.27,0.12,0.00,20.77,0.82,-1.00,-1.00,59.04,0.16,0.16,0.36,33.80,0.57,-1.00,-1.00,0.00,0.00,0.06,-0.05,0.22,-0.06,5.80,-1.87,33.03,0.72,1.02,-1.00,-1.00,5.50,75.61,75.61,0.05,-23.01,1478,,,,,
2522,Royal Robotics,Houston,PNWMountVernon,3,5.23,0.00,-0.10,-0.10,-0.08,0.00,-4.85,-0.08,-1.00,-1.00,-1.62,0.28,-0.03,-0.64,-0.18,0.34,0.29,0.02,-0.01,28.58,0.66,-1.00,-1.00,66.95,0.35,0.24,0.18,38.55,0.67,-1.00,-1.00,0.00,-0.01,0.12,0.07,0.16,-0.03,4.58,-0.32,23.74,0.63,0.58,-1.00,-1.00,-0.29,66.91,65.50,-0.04,-39.14,1457,,,,,
2363,Triple Helix,St. Louis,CHSNorthernVirginia,1,4.52,-0.18,1.91,1.86,0.30,0.00,17.80,0.30,-1.00,-1.00,5.93,24.17,0.40,-0.73,-0.36,0.33,0.30,0.22,-0.01,21.46,1.08,-1.00,-1.00,58.79,0.33,0.21,0.22,37.69,0.65,-1.00,-1.00,-0.02,-0.01,0.05,-0.06,-0.12,0.42,-2.87,10.26,39.26,0.83,1.38,-1.00,-1.00,1.49,93.22,91.65,0.31,38.03,1583,,,,,
1726,N.E.R.D.S. (Nifty Engineering Robotics Design Squad),Houston,SanFrancisco,3,5.54,-0.01,-1.50,-1.50,-0.03,0.00,-1.65,-0.03,-1.00,-1.00,-0.55,2.39,-0.48,-2.13,-0.68,0.36,0.46,-0.04,0.00,32.02,0.80,-1.00,-1.00,71.14,0.21,0.46,0.12,39.80,0.69,-1.00,-1.00,-0.04,0.00,0.27,-0.10,-0.08,0.30,-0.61,6.97,30.37,0.77,0.78,-1.00,-1.00,-2.18,80.50,79.64,0.44,41.59,1540,,,,,
1660,Harlem Knights,St. Louis,FingerLakes,3,4.63,-0.00,0.89,0.89,0.18,0.00,11.09,0.18,-1.00,-1.00,3.70,16.61,-0.56,2.32,0.70,0.33,0.25,-0.07,0.01,13.70,0.10,-1.00,-1.00,54.58,0.23,0.30,0.27,40.18,0.70,-1.00,-1.00,-0.02,0.01,-0.08,-0.01,-0.28,-0.21,-7.44,-5.39,24.79,0.53,0.29,-1.00,-1.00,1.59,65.80,66.30,0.20,10.72,1490,,,,,
1786,The Robotics Team,St. Louis,NERhodeIsland,4,4.42,0.01,0.43,0.44,0.26,0.00,15.77,0.26,-1.00,-1.00,5.26,20.63,-0.19,5.95,1.90,0.33,0.34,-0.02,-0.06,13.15,-0.04,-1.00,-1.00,52.38,0.55,0.37,-0.17,37.32,0.64,-1.00,-1.00,0.06,-0.06,0.22,-0.02,0.25,0.08,7.33,1.85,28.93,0.59,0.22,-1.00,-1.00,2.34,74.86,70.14,0.24,0.70,1446,,,,,
2603,Highland Robotics,St. Louis,GreaterPittsburgh,3,0.11,0.65,-0.08,0.15,0.15,0.00,8.98,0.15,-1.00,-1.00,2.99,9.24,-0.70,-0.62,-0.26,0.33,0.30,-0.06,-0.01,16.47,0.13,-1.00,-1.00,25.91,0.22,0.08,-0.11,9.70,0.09,-1.00,-1.00,0.00,-0.01,-0.23,-0.16,-0.19,-0.00,-5.77,-0.90,25.45,0.56,0.28,-1.00,-1.00,-0.11,34.25,32.77,0.07,-18.36,1445,,,,,
2996,Cougars Gone Wired,Houston,Utah,2,4.59,0.00,0.86,0.86,0.20,0.00,11.79,0.20,-1.00,-1.00,3.93,17.24,-1.11,-2.53,-1.17,0.35,0.34,-0.00,0.00,19.61,0.48,-1.00,-1.00,65.25,0.53,-0.05,0.45,46.81,0.83,-1.00,-1.00,-0.02,0.00,-0.00,-0.08,0.30,0.60,7.60,14.63,31.40,0.69,0.67,-1.00,-1.00,-0.31,97.12,96.75,-0.01,3.96,1538,,,,,
4114,Pallindrones ,Houston,OrangeCounty,5,4.28,0.00,-0.89,-0.89,0.08,0.00,4.74,0.08,-1.00,-1.00,1.58,8.13,-0.18,-4.06,-1.31,0.33,0.26,0.52,-0.06,38.89,2.16,-1.00,-1.00,62.71,0.02,0.38,0.11,25.13,0.40,-1.00,-1.00,-0.07,-0.06,-0.15,-0.15,-0.09,0.09,-3.01,1.57,43.63,1.05,2.24,-1.00,-1.00,-2.20,72.40,65.32,0.16,-21.67,1412,,,,,
2506,Saber Robotics,St. Louis,Wisconsin,4,3.10,-0.34,-0.06,-0.16,-0.04,0.00,-2.67,-0.04,-1.00,-1.00,-0.89,0.28,0.95,1.62,0.43,0.33,0.33,0.07,0.02,31.67,1.09,-1.00,-1.00,42.22,0.37,-0.13,-0.04,10.13,0.10,-1.00,-1.00,0.00,0.02,-0.13,-0.01,-0.10,0.02,-3.15,0.39,29.01,0.75,1.04,-1.00,-1.00,0.27,42.90,45.02,-0.08,-50.10,1369,,,,,
6346,Norwalk High School Robotics,St. Louis,NEHartford,5,5.23,0.13,0.45,0.49,0.22,0.00,13.19,0.22,-1.00,-1.00,4.40,18.90,-0.03,-0.78,-0.29,0.33,0.33,0.19,-0.03,24.19,1.01,-1.00,-1.00,49.86,0.34,0.27,-0.09,25.96,0.42,-1.00,-1.00,0.00,-0.03,0.42,-0.03,-0.14,-0.03,-1.49,-0.84,37.38,0.82,1.23,-1.00,-1.00,0.20,67.92,64.66,0.13,-21.88,1420,,,,,
3245,Ravens,Houston,Utah,2,4.84,0.00,0.32,0.32,0.33,0.00,19.79,0.33,-1.00,-1.00,6.60,24.95,3.57,-1.66,-0.17,0.33,0.24,0.11,0.00,14.03,0.60,-1.00,-1.00,51.12,0.16,0.36,0.23,37.26,0.64,-1.00,-1.00,-0.01,0.00,-0.08,0.27,0.27,-0.23,6.40,-4.44,33.83,0.68,0.93,-1.00,-1.00,0.15,71.63,71.33,0.03,-29.64,1467,,,,,
3179,The A.N.T.,Houston,Oklahoma,4,4.46,0.00,-0.29,-0.29,-0.11,0.00,-6.45,-0.11,-1.00,-1.00,-2.15,-2.28,-0.17,-0.21,-0.01,0.33,0.32,0.06,0.00,32.74,0.99,-1.00,-1.00,69.10,0.08,0.14,0.51,36.36,0.63,-1.00,-1.00,0.00,0.00,-0.56,-0.20,0.15,0.25,0.92,5.22,26.30,0.71,0.88,-1.00,-1.00,-0.30,72.04,72.04,0.24,19.65,1494,,,,,
5288,The Spartans,St. Louis,ONWesternUniversity,5,3.24,0.00,0.86,0.86,0.10,0.00,5.95,0.10,-1.00,-1.00,1.98,10.05,0.23,-0.28,-0.07,0.33,0.35,-0.02,-0.02,21.94,0.41,-1.00,-1.00,51.99,0.15,0.22,0.23,30.11,0.50,-1.00,-1.00,0.00,-0.02,-0.12,-0.04,-0.04,0.07,-1.72,1.42,27.89,0.65,0.51,-1.00,-1.00,0.79,63.45,61.27,0.14,-24.14,1375,,,,,
435,Robodogs,Houston,NCStateChampionship,5,4.66,-0.01,0.88,0.88,0.51,0.00,30.82,0.51,-1.00,-1.00,10.27,36.35,0.02,1.38,0.44,0.33,0.33,0.31,0.22,27.27,2.71,-1.00,-1.00,71.06,0.32,0.24,0.31,43.34,0.76,-1.00,-1.00,0.04,0.22,-0.10,-0.01,0.25,0.08,5.74,2.02,58.09,1.20,3.22,-1.00,-1.00,1.32,109.43,132.35,0.47,34.55,1545,,,,,
4267,Brave Bots,Houston,Palmetto,1,0.13,0.00,-0.68,-0.68,0.12,0.00,7.43,0.12,-1.00,-1.00,2.48,6.88,-0.31,2.14,0.57,0.33,0.47,0.19,0.00,34.86,1.57,-1.00,-1.00,46.75,0.09,-0.02,0.16,11.32,0.13,-1.00,-1.00,0.00,0.00,0.09,0.12,-0.13,-0.05,-2.88,-0.52,42.29,1.00,1.70,-1.00,-1.00,-0.12,53.10,53.10,-0.13,1.46,1435,,,,,
4028,The Beak Squad,St. Louis,Buckeye,5,5.17,-0.25,0.68,0.59,0.41,0.00,24.44,0.41,-1.00,-1.00,8.15,30.20,0.15,18.85,6.06,0.33,0.34,0.48,0.01,30.06,2.25,-1.00,-1.00,84.51,0.37,0.23,0.36,48.39,0.87,-1.00,-1.00,-0.07,0.01,-0.02,-0.13,0.27,-0.03,6.71,-1.41,54.50,1.16,2.66,-1.00,-1.00,6.65,113.30,113.22,0.45,49.33,1639,,,,,
6721,3960 Tindley Trailblazers,St. Louis,INSt.Joseph,2,3.42,0.00,-0.57,-0.57,0.05,0.00,3.01,0.05,-1.00,-1.00,1.00,5.86,-0.09,-1.20,-0.36,0.33,0.26,0.23,0.00,30.62,1.37,-1.00,-1.00,71.97,0.12,0.30,0.41,41.72,0.73,-1.00,-1.00,0.00,0.00,0.09,0.05,0.01,0.04,0.71,1.30,33.63,0.82,1.42,-1.00,-1.00,-0.93,79.13,79.13,0.10,10.29,1447,,,,,
816,Anomaly,St. Louis,MARSeneca,4,5.05,0.74,0.01,0.26,0.55,0.00,33.30,0.55,-1.00,-1.00,11.10,38.61,0.65,3.06,1.02,0.33,0.35,0.29,-0.03,15.69,1.15,-1.00,-1.00,55.08,0.20,0.29,0.28,38.37,0.67,-1.00,-1.00,0.00,-0.03,-0.02,0.01,-0.09,0.02,-2.45,0.62,48.98,0.95,1.71,-1.00,-1.00,1.28,94.31,91.60,0.27,30.45,1509,,,,,
2526,Crimson Robotics,St. Louis,Midwest,5,5.81,0.87,-1.58,-1.35,-0.10,0.00,-5.77,-0.10,-1.00,-1.00,-1.92,-1.31,-2.04,-2.66,-1.00,0.33,0.33,0.15,0.01,37.10,1.44,-1.00,-1.00,77.51,0.34,0.21,0.28,41.40,0.73,-1.00,-1.00,-0.01,0.01,0.22,0.08,0.18,-0.10,5.73,-2.17,31.34,0.83,1.35,-1.00,-1.00,-2.35,74.03,74.87,0.09,-30.73,1500,,,,,
4471,SPARTRONS,Houston,SouthFlorida,1,3.80,0.00,-0.12,-0.12,-0.10,0.00,-5.71,-0.10,-1.00,-1.00,-1.90,-2.03,-0.41,2.15,0.57,0.32,0.24,-0.04,0.00,24.43,0.38,-1.00,-1.00,69.31,0.10,0.49,0.29,44.31,0.79,-1.00,-1.00,0.00,0.00,0.20,0.40,0.20,0.07,5.94,3.74,18.72,0.52,0.29,-1.00,-1.00,0.45,71.03,71.03,0.23,-6.86,1485,,,,,
3739,Oakbotics,St. Louis,ONWesternUniversity,5,5.02,0.00,0.25,0.25,-0.04,0.00,-2.32,-0.04,-1.00,-1.00,-0.77,2.95,0.07,1.51,0.44,0.33,0.35,-0.19,-0.01,20.61,-0.11,-1.00,-1.00,26.08,0.00,-0.08,0.18,5.02,0.00,-1.00,-1.00,0.00,-0.01,0.08,0.14,0.31,0.20,8.24,5.66,18.29,0.48,-0.14,-1.00,-1.00,0.69,34.68,33.37,-0.22,-46.20,1312,,,,,
617,Enginerds,St. Louis,CHSHamptonRoads,3,4.66,0.28,-0.00,0.07,0.00,0.00,0.09,0.00,-1.00,-1.00,0.03,4.82,-0.56,-0.02,-0.06,0.33,0.28,-0.04,0.00,22.97,0.38,-1.00,-1.00,52.93,0.26,0.17,0.16,30.02,0.50,-1.00,-1.00,0.00,0.00,-0.05,0.35,0.58,0.04,14.26,2.64,23.06,0.58,0.38,-1.00,-1.00,0.01,60.39,60.39,0.15,3.94,1375,,,,,
1262,the STAGS,St. Louis,CHSCentralValley,4,5.74,0.12,-0.15,-0.14,0.18,0.00,10.99,0.18,-1.00,-1.00,3.66,16.59,-0.11,5.50,1.72,0.33,0.40,0.22,0.01,30.78,1.50,-1.00,-1.00,87.52,0.38,0.39,0.33,55.02,1.00,-1.00,-1.00,0.00,0.01,0.18,0.11,-0.12,-0.03,-2.15,-0.20,41.78,0.95,1.68,-1.00,-1.00,1.59,103.92,104.56,0.49,34.44,1532,,,,,
4905,Andromeda One,St. Louis,NESouthernNH,4,4.15,-0.08,1.70,1.68,0.29,0.00,17.17,0.29,-1.00,-1.00,5.72,23.00,-0.41,0.96,0.21,0.33,0.34,0.37,0.02,30.89,1.96,-1.00,-1.00,75.40,0.21,0.25,0.42,44.30,0.79,-1.00,-1.00,0.00,0.02,0.01,0.03,0.34,0.11,8.52,2.82,48.07,1.06,2.25,-1.00,-1.00,1.89,101.22,102.80,0.38,38.58,1540,,,,,
5509,Like a Boss.,St. Louis,MILakeSuperiorStateUniversity,5,4.63,0.00,-0.06,-0.06,0.23,0.00,14.06,0.23,-1.00,-1.00,4.69,18.63,0.01,-1.40,-0.46,0.33,0.33,0.37,0.23,41.41,3.31,-1.00,-1.00,84.19,0.27,0.41,0.18,43.24,0.76,-1.00,-1.00,0.00,0.23,-0.07,0.17,-0.03,0.46,-1.02,12.27,55.47,1.27,3.54,-1.00,-1.00,-0.52,115.09,138.19,0.42,54.97,1560,,,,,
4550,Something's Bruin,Houston,Colorado,4,4.94,0.65,-1.84,-1.62,0.34,0.00,20.38,0.34,-1.00,-1.00,6.79,23.70,1.68,4.78,1.77,0.33,0.38,0.15,-0.00,20.83,0.97,-1.00,-1.00,73.76,0.38,0.39,0.26,51.16,0.92,-1.00,-1.00,0.01,-0.00,0.16,0.27,0.45,0.50,12.04,13.90,41.21,0.86,1.31,-1.00,-1.00,0.15,111.35,111.12,0.17,8.46,1474,,,,,
272,Cyber-Crusaders,St. Louis,MARWesttown,2,4.67,-0.00,0.15,0.15,0.10,0.00,5.74,0.10,-1.00,-1.00,1.91,10.56,0.02,1.20,0.36,0.33,0.27,0.12,-0.02,24.59,0.84,-1.00,-1.00,65.25,0.48,0.13,0.20,40.30,0.71,-1.00,-1.00,0.00,-0.02,0.07,0.08,-0.06,0.03,-1.15,1.09,30.33,0.71,0.94,-1.00,-1.00,0.51,76.90,75.34,0.45,4.58,1488,,,,,
34,Rockets,Houston,RocketCity,4,4.70,0.16,1.06,1.12,0.25,0.00,15.10,0.25,-1.00,-1.00,5.03,20.91,-1.66,1.64,0.40,0.33,0.30,0.21,-0.01,23.35,1.14,-1.00,-1.00,62.09,0.03,0.02,0.71,38.33,0.67,-1.00,-1.00,0.07,-0.01,0.04,-0.03,-0.04,0.13,-0.72,3.16,38.45,0.84,1.39,-1.00,-1.00,1.52,86.15,86.69,0.07,14.06,1490,,,,,
858,Demons,St. Louis,MIEastKentwood,5,4.09,0.08,0.33,0.35,0.49,0.00,29.12,0.49,-1.00,-1.00,9.71,33.57,3.81,5.29,1.97,0.33,0.32,0.29,-0.01,18.15,1.28,-1.00,-1.00,72.18,0.29,0.32,0.44,52.05,0.94,-1.00,-1.00,0.05,-0.01,-0.11,0.04,0.31,-0.11,7.32,-2.55,47.27,0.94,1.77,-1.00,-1.00,2.32,103.20,103.72,0.32,3.07,1402,,,,,
