,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
team Number,nickname,seed Strength,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,subtracted Opponent teleop Fuel Points,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,Jagwires,3,1.32,0.00,0.08,0.08,0.16,0.00,9.58,0.16,-1.00,-1.00,3.19,10.98,1.46,-0.47,0.05,0.33,0.34,0.18,0.00,27.66,1.23,-1.00,-1.00,39.81,-0.13,0.34,0.02,12.10,0.42,-1.00,-1.00,0.00,0.00,-0.04,-0.18,0.04,-0.26,0.67,-7.47,37.25,0.85,1.39,-1.00,-1.00,0.14,43.32,43.32,-0.04,-55.28,1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5538,Vikingbots,3,5.09,-0.06,0.36,0.36,0.30,0.00,17.73,0.30,-1.00,-1.00,5.91,23.18,-0.25,-2.37,-0.90,0.33,0.32,-0.05,-0.01,12.14,0.12,-1.00,-1.00,21.09,-0.10,0.23,0.07,9.85,0.25,-1.00,-1.00,0.00,-0.01,0.25,0.09,-0.12,-0.04,-1.86,-0.43,29.87,0.60,0.42,-1.00,-1.00,-0.54,43.84,43.28,0.02,-51.58,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,The Nerd Herd,3,5.35,0.06,-0.21,-0.19,-0.16,0.00,-9.74,-0.16,-1.00,-1.00,-3.25,-4.58,-0.75,3.16,0.97,0.33,0.37,-0.03,-0.02,32.72,0.68,-1.00,-1.00,53.20,0.08,0.21,0.10,19.52,0.22,-1.00,-1.00,0.01,-0.02,0.05,0.41,0.34,-0.24,8.74,-3.86,22.98,0.66,0.51,-1.00,-1.00,0.77,44.76,43.25,0.19,-7.82,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,Robot Mafia,3,4.03,0.00,-0.26,-0.26,0.10,0.00,6.24,0.10,-1.00,-1.00,2.08,10.00,0.12,0.38,0.02,0.33,0.31,-0.25,0.00,11.60,-0.47,-1.00,-1.00,19.95,0.25,0.15,-0.24,8.33,0.13,-1.00,-1.00,0.00,0.00,0.68,0.27,-0.06,0.48,1.81,13.27,17.83,0.39,-0.37,-1.00,-1.00,-0.24,43.23,43.23,0.02,-5.15,1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6084,Swoop Robotics,3,3.38,0.00,-0.06,-0.06,0.12,0.00,7.38,0.12,-1.00,-1.00,2.46,10.69,0.01,0.01,0.03,0.33,0.30,0.06,0.00,23.06,0.74,-1.00,-1.00,25.36,0.01,0.09,-0.06,2.27,0.00,-1.00,-1.00,0.00,0.00,-0.13,-0.03,0.09,0.29,1.63,7.01,30.44,0.70,0.86,-1.00,-1.00,-0.03,43.06,43.20,-0.01,-18.77,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Loveland High Robotics PowerSquids,3,4.76,0.26,-0.25,-0.17,0.22,0.00,13.00,0.22,-1.00,-1.00,4.33,17.60,0.95,0.78,0.39,0.33,0.16,0.06,-0.01,12.94,0.36,-1.00,-1.00,23.25,0.17,-0.06,0.09,9.93,0.18,-1.00,-1.00,0.02,-0.01,0.51,0.00,0.40,0.12,12.57,2.98,25.94,0.54,0.57,-1.00,-1.00,0.22,43.83,43.15,0.13,-58.29,1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,Pirate Robotics,3,-0.43,0.00,-0.73,-0.73,0.25,0.00,14.87,0.25,-1.00,-1.00,4.96,13.71,2.03,0.02,0.27,0.33,0.37,0.49,0.00,37.82,2.43,-1.00,-1.00,31.73,0.08,-0.18,-0.02,-6.36,0.13,-1.00,-1.00,0.00,0.00,0.55,-0.11,-0.29,-0.07,-4.49,-2.34,52.69,1.19,2.68,-1.00,-1.00,-0.46,43.10,43.10,0.25,8.04,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6689,Robit,3,6.65,0.21,0.08,0.13,-0.11,0.00,-6.32,-0.11,-1.00,-1.00,-2.11,0.46,0.01,-0.72,-0.29,0.38,0.22,-0.01,0.00,27.33,0.53,-1.00,-1.00,37.68,0.19,0.06,-0.03,10.64,0.00,-1.00,-1.00,0.00,0.00,0.18,0.17,-0.13,0.17,-2.27,4.97,21.00,0.58,0.43,-1.00,-1.00,-0.17,43.10,43.10,-0.04,2.53,1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,Wilde Bunch,3,5.30,0.07,-0.02,0.02,0.11,0.00,6.77,0.11,-1.00,-1.00,2.26,12.09,0.33,-0.05,0.04,0.34,0.38,0.04,0.00,26.18,0.83,-1.00,-1.00,25.88,0.02,-0.09,0.07,-0.33,0.17,-1.00,-1.00,0.00,0.00,-0.08,-0.03,-0.05,0.21,-1.71,5.12,32.95,0.77,0.94,-1.00,-1.00,0.06,43.09,43.09,-0.03,-29.84,1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,Amperes,3,4.20,0.00,0.47,0.47,-0.01,0.00,-0.59,-0.01,-1.00,-1.00,-0.20,4.07,1.53,-1.34,-0.48,0.32,0.16,0.01,0.00,20.01,0.45,-1.00,-1.00,28.20,-0.04,0.11,0.11,8.66,0.50,-1.00,-1.00,-0.01,0.00,0.12,0.01,0.38,0.44,10.10,11.08,19.42,0.49,0.44,-1.00,-1.00,-0.00,43.35,43.05,0.20,-5.67,1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Absolute Value,3,3.05,-0.15,-0.51,-0.56,0.25,0.00,14.86,0.25,-1.00,-1.00,4.95,17.35,3.83,-3.48,-0.75,0.33,0.18,0.05,0.03,13.80,0.60,-1.00,-1.00,22.51,-0.04,-0.09,0.32,9.46,0.11,-1.00,-1.00,-0.05,0.03,0.08,0.09,-0.06,0.04,-1.24,1.52,28.67,0.59,0.84,-1.00,-1.00,-1.31,41.38,43.01,0.11,-8.65,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6656,Ryu Botics,3,1.73,0.00,-0.50,-0.50,0.03,0.00,1.70,0.03,-1.00,-1.00,0.57,2.93,0.03,-1.80,-0.57,0.33,0.25,0.16,0.00,28.58,1.11,-1.00,-1.00,35.48,-0.00,-0.07,0.22,7.47,0.27,-1.00,-1.00,0.00,0.00,0.25,0.11,0.01,0.16,1.48,4.55,30.28,0.74,1.14,-1.00,-1.00,-1.07,42.95,42.95,0.07,-32.90,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6103,Green Daemons ,3,1.15,-0.02,-0.06,-0.06,0.02,0.00,1.10,0.02,-1.00,-1.00,0.37,2.19,0.05,-1.04,-0.33,0.33,0.25,-0.06,-0.05,17.96,-0.07,-1.00,-1.00,43.47,0.30,0.24,-0.02,25.84,0.25,-1.00,-1.00,0.00,-0.05,0.08,0.12,0.26,0.06,7.02,2.15,19.06,0.47,-0.05,-1.00,-1.00,-0.40,47.81,42.89,0.09,-7.49,1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,The Mighty CavBots,3,4.75,0.00,0.00,0.00,0.14,0.00,8.32,0.14,-1.00,-1.00,2.77,13.08,2.00,-0.05,-0.04,0.34,0.11,-0.08,0.00,8.91,-0.27,-1.00,-1.00,30.23,0.05,0.01,0.36,21.36,0.21,-1.00,-1.00,0.00,0.00,0.34,0.18,0.20,-0.05,6.59,-0.44,17.23,0.36,-0.13,-1.00,-1.00,-0.04,42.86,42.86,0.15,5.11,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5568,Solid Rock ,3,4.94,0.00,0.12,0.12,-0.23,0.00,-13.65,-0.23,-1.00,-1.00,-4.55,-8.59,-0.05,4.53,1.50,0.34,0.27,-0.02,0.00,32.54,0.64,-1.00,-1.00,54.61,0.45,0.01,-0.05,20.56,0.56,-1.00,-1.00,0.00,0.00,-0.12,-0.03,0.51,-0.12,12.18,-3.24,18.89,0.59,0.41,-1.00,-1.00,1.63,42.78,42.78,0.19,-7.26,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,Electric Hornets,3,3.66,0.00,0.79,0.79,0.01,0.00,0.63,0.01,-1.00,-1.00,0.21,5.09,0.14,-1.71,-0.45,0.33,0.34,-0.04,0.00,24.76,0.50,-1.00,-1.00,37.21,-0.15,0.14,0.27,12.89,0.27,-1.00,-1.00,0.00,0.00,0.03,0.11,0.03,-0.00,0.82,0.47,25.40,0.63,0.51,-1.00,-1.00,0.34,42.77,42.77,0.08,7.92,1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,Scotbots,3,5.35,0.00,0.40,0.40,-0.02,0.00,-1.22,-0.02,-1.00,-1.00,-0.41,4.54,0.73,1.39,0.57,0.33,0.32,0.07,0.00,30.05,0.98,-1.00,-1.00,36.26,0.09,0.03,-0.00,5.64,0.00,-1.00,-1.00,0.00,0.00,0.22,-0.10,-0.18,0.08,-3.46,1.45,28.83,0.73,0.96,-1.00,-1.00,0.98,42.24,42.70,-0.04,-15.38,1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Team F.I.R.E.,3,3.19,-0.01,0.21,0.21,0.21,0.00,12.72,0.21,-1.00,-1.00,4.24,16.12,5.52,0.09,0.60,0.33,0.35,-0.04,-0.01,16.64,0.25,-1.00,-1.00,27.39,0.02,0.19,-0.01,10.15,0.33,-1.00,-1.00,0.00,-0.01,0.10,-0.02,0.08,0.03,2.54,0.55,29.35,0.63,0.46,-1.00,-1.00,0.80,44.05,42.66,-0.01,-35.19,1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,Firebirds,3,4.99,-0.02,-0.07,-0.07,0.11,0.00,6.64,0.11,-1.00,-1.00,2.21,11.55,-1.41,0.27,-0.19,0.33,0.34,-0.09,0.00,18.84,0.21,-1.00,-1.00,35.05,-0.05,0.41,-0.03,16.40,0.60,-1.00,-1.00,0.00,0.00,0.15,0.34,-0.12,-0.23,-2.28,-3.95,25.48,0.58,0.32,-1.00,-1.00,-0.26,42.65,42.65,0.14,-12.41,1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,Hudson Robotics,3,3.04,0.00,-0.87,-0.87,-0.12,0.00,-6.97,-0.12,-1.00,-1.00,-2.32,-4.80,-0.02,-1.14,-0.44,0.33,0.33,-0.05,-0.11,24.87,-0.07,-1.00,-1.00,60.46,0.07,0.24,0.41,36.03,0.53,-1.00,-1.00,-0.01,-0.11,-0.04,-0.11,-0.04,-0.07,-1.23,-2.24,17.90,0.51,-0.19,-1.00,-1.00,-1.31,53.42,42.62,0.18,-26.48,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,Blackhawks,3,4.23,0.00,0.56,0.56,0.17,0.00,9.96,0.17,-1.00,-1.00,3.32,14.75,-0.02,0.03,0.00,0.33,0.27,0.12,0.00,22.26,0.85,-1.00,-1.00,28.52,-0.01,0.29,-0.15,6.25,0.58,-1.00,-1.00,0.00,0.00,0.05,-0.05,-0.27,-0.02,-6.53,-0.67,32.22,0.72,1.02,-1.00,-1.00,0.57,42.59,42.59,0.15,4.21,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6074,RoscoBots,3,3.61,0.00,-0.12,-0.12,-0.14,0.00,-8.57,-0.14,-1.00,-1.00,-2.86,-5.09,-0.23,-1.61,-0.56,0.33,0.35,-0.11,-0.00,28.60,0.39,-1.00,-1.00,32.02,-0.04,0.04,0.07,3.98,0.08,-1.00,-1.00,0.00,-0.00,-0.01,0.03,0.11,0.62,2.80,15.69,20.03,0.57,0.25,-1.00,-1.00,-0.68,42.63,42.59,0.11,-25.45,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,Ivanhoe,2,3.15,-0.13,-0.24,-0.24,0.00,0.00,0.18,0.00,-1.00,-1.00,0.06,4.03,-0.49,-0.85,-0.28,0.32,0.22,-0.00,-0.01,19.36,0.44,-1.00,-1.00,32.22,0.03,0.03,0.03,9.51,-1.00,-1.00,-1.00,-0.01,-0.01,0.20,-0.02,0.22,-0.04,6.00,-0.56,24.24,0.58,0.51,-1.00,-1.00,-0.32,42.57,42.52,0.07,-16.54,1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,Tenacious Drones,3,4.23,0.17,0.06,0.10,0.09,0.00,5.30,0.09,-1.00,-1.00,1.77,9.63,-0.42,1.37,0.46,0.33,0.22,-0.02,0.02,18.77,0.41,-1.00,-1.00,21.82,-0.13,-0.03,0.21,2.60,0.00,-1.00,-1.00,0.02,0.02,0.11,0.15,-0.02,0.30,-0.05,8.34,24.07,0.56,0.50,-1.00,-1.00,0.55,39.79,42.45,0.14,-39.50,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Chicago Knights,3,4.17,0.11,-3.39,-3.35,0.14,0.00,8.10,0.14,-1.00,-1.00,2.70,8.92,-0.69,-1.23,-0.45,0.33,0.33,0.27,-0.05,29.85,1.28,-1.00,-1.00,39.61,0.04,0.08,0.08,10.21,0.56,-1.00,-1.00,0.02,-0.05,-0.09,-0.02,-0.17,-0.04,-4.61,-1.02,37.95,0.88,1.42,-1.00,-1.00,-3.80,47.51,42.42,-0.00,-24.00,1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,Steel Horses,2,3.14,-0.13,-0.25,-0.24,0.00,0.00,0.13,0.00,-1.00,-1.00,0.04,3.98,-0.49,-0.87,-0.28,0.32,0.22,-0.00,-0.01,19.31,0.44,-1.00,-1.00,32.11,0.03,0.03,0.02,9.43,-1.00,-1.00,-1.00,-0.01,-0.01,0.20,-0.03,0.22,-0.04,6.03,-0.59,24.18,0.58,0.51,-1.00,-1.00,-0.32,42.45,42.40,0.07,-16.69,1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,NewRo Bots,3,4.46,0.21,0.06,0.08,-0.02,0.00,-1.48,-0.02,-1.00,-1.00,-0.49,3.07,-0.87,0.24,-0.01,0.34,0.41,-0.15,-0.01,24.35,0.18,-1.00,-1.00,38.51,0.09,0.08,0.12,14.17,0.60,-1.00,-1.00,0.00,-0.01,0.23,0.57,-0.24,-0.05,-4.91,1.58,22.88,0.58,0.16,-1.00,-1.00,0.07,43.15,42.35,-0.07,-30.05,1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5964,The Praetorians,3,3.72,-0.01,-1.50,-1.50,0.08,0.00,5.08,0.08,-1.00,-1.00,1.69,7.30,-0.33,-1.13,-0.37,0.33,0.34,-0.05,-0.03,20.28,0.21,-1.00,-1.00,24.53,0.11,0.01,-0.02,4.63,0.17,-1.00,-1.00,-0.07,-0.03,0.11,-0.12,0.14,0.62,4.01,14.91,25.36,0.59,0.30,-1.00,-1.00,-1.88,46.74,42.34,-0.08,-51.57,1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,Oriole Robotics,2,3.14,-0.13,-0.25,-0.24,0.00,0.00,0.10,0.00,-1.00,-1.00,0.03,3.95,-0.50,-0.88,-0.29,0.32,0.22,-0.00,-0.01,19.28,0.43,-1.00,-1.00,32.05,0.03,0.03,0.02,9.38,-1.00,-1.00,-1.00,-0.01,-0.01,0.20,-0.03,0.22,-0.04,6.05,-0.61,24.15,0.58,0.51,-1.00,-1.00,-0.33,42.38,42.33,0.07,-16.80,1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,The Governors,3,0.71,0.00,-0.29,-0.29,0.16,0.00,9.59,0.16,-1.00,-1.00,3.20,10.00,-0.44,1.14,0.31,0.35,0.39,0.20,-0.01,31.21,1.41,-1.00,-1.00,29.57,-0.09,-0.08,0.13,-1.94,0.00,-1.00,-1.00,-0.05,-0.01,-0.14,0.14,-0.03,0.15,-1.53,4.44,40.80,0.94,1.57,-1.00,-1.00,0.02,44.02,42.32,0.15,-33.08,1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173,Elgin Metal Mayhem,2,3.14,-0.13,-0.25,-0.24,0.00,0.00,0.10,0.00,-1.00,-1.00,0.03,3.95,-0.50,-0.88,-0.29,0.32,0.22,-0.00,-0.01,19.28,0.43,-1.00,-1.00,32.04,0.03,0.03,0.02,9.37,-1.00,-1.00,-1.00,-0.01,-0.01,0.20,-0.03,0.22,-0.04,6.06,-0.61,24.15,0.58,0.51,-1.00,-1.00,-0.33,42.37,42.32,0.07,-16.81,1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5893,International Grammar School,3,3.11,-0.01,-1.07,-1.07,0.09,0.00,5.14,0.09,-1.00,-1.00,1.71,7.19,0.14,4.74,1.52,0.33,0.29,0.20,-0.01,29.39,1.26,-1.00,-1.00,41.63,0.01,0.25,-0.05,10.72,0.14,-1.00,-1.00,0.03,-0.01,-0.15,0.17,0.02,-0.28,-0.15,-6.18,34.54,0.82,1.34,-1.00,-1.00,0.45,42.65,42.31,-0.01,-29.33,1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,Gear Heads,3,4.89,-0.36,0.36,0.24,0.00,0.00,0.25,0.00,-1.00,-1.00,0.08,5.39,2.62,-3.07,-0.74,0.33,0.33,0.16,-0.20,24.98,0.13,-1.00,-1.00,48.08,0.06,0.37,0.05,23.84,0.67,-1.00,-1.00,0.01,-0.20,0.53,-0.31,-0.22,0.39,-2.80,8.16,25.23,0.63,0.14,-1.00,-1.00,-0.50,61.63,42.29,0.13,-22.15,1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6481,Deus ex Machina,3,5.17,-0.11,0.72,0.68,-0.29,0.00,-17.10,-0.29,-1.00,-1.00,-5.70,-11.26,0.27,1.87,0.59,0.33,0.41,0.05,-0.01,42.71,1.23,-1.00,-1.00,44.73,-0.05,-0.14,0.22,1.43,0.26,-1.00,-1.00,0.03,-0.01,0.13,0.21,0.32,0.33,8.67,9.27,25.61,0.78,0.95,-1.00,-1.00,1.27,42.75,42.26,0.08,-13.43,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5504,The Loose Connections,3,1.87,-0.02,-0.21,-0.21,-0.03,0.00,-1.65,-0.03,-1.00,-1.00,-0.55,0.01,-0.15,-0.37,-0.09,0.33,0.28,0.07,0.01,28.99,0.91,-1.00,-1.00,40.43,0.16,-0.16,0.23,11.54,0.17,-1.00,-1.00,0.00,0.01,0.44,0.05,0.11,0.04,5.00,1.14,27.34,0.70,0.89,-1.00,-1.00,-0.31,41.58,42.24,0.02,-29.00,1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,Yellow Jackets,3,2.29,0.00,0.26,0.26,0.07,0.00,4.31,0.07,-1.00,-1.00,1.44,6.86,0.00,2.40,0.79,0.34,0.40,-0.01,0.00,26.09,0.69,-1.00,-1.00,31.24,-0.20,0.15,0.14,4.36,0.17,-1.00,-1.00,0.00,0.00,0.46,-0.10,0.40,0.18,12.41,4.12,30.40,0.72,0.76,-1.00,-1.00,1.05,42.22,42.22,0.18,1.83,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5926,Da MOOse,3,4.30,0.02,1.15,1.15,-0.01,0.00,-0.38,-0.01,-1.00,-1.00,-0.13,5.07,4.21,-0.12,0.36,0.33,0.37,0.02,0.00,29.50,0.85,-1.00,-1.00,41.69,-0.05,0.24,0.04,11.83,0.36,-1.00,-1.00,-0.00,0.00,-0.00,-0.22,-0.03,-0.14,-0.71,-4.52,29.12,0.73,0.84,-1.00,-1.00,1.51,42.25,42.21,0.18,-4.18,1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,SCRAP,3,3.85,0.18,-0.56,-0.55,0.14,0.00,8.70,0.14,-1.00,-1.00,2.90,12.00,-0.26,1.19,0.35,0.33,0.25,0.01,0.05,20.22,0.81,-1.00,-1.00,28.25,0.09,0.18,-0.12,7.68,0.25,-1.00,-1.00,-0.06,0.05,0.25,-0.03,-0.15,-0.08,-2.53,-2.05,28.92,0.65,0.95,-1.00,-1.00,-0.20,38.20,42.18,0.10,-24.82,1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Cyber Penguins,3,4.75,0.20,-2.88,-2.83,-0.02,0.00,-1.31,-0.02,-1.00,-1.00,-0.44,0.62,0.17,7.68,2.60,0.33,0.18,-0.01,0.00,20.92,0.33,-1.00,-1.00,36.35,0.09,-0.08,0.25,12.83,0.56,-1.00,-1.00,-0.01,0.00,0.08,0.22,0.72,0.17,18.43,5.31,19.62,0.50,0.30,-1.00,-1.00,-0.23,42.27,42.16,0.12,-42.45,1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Redbird Robotics,3,4.43,-0.09,-0.10,-0.12,0.21,0.00,12.53,0.21,-1.00,-1.00,4.18,16.84,0.03,-0.81,-0.21,0.33,0.34,0.12,0.08,26.32,1.40,-1.00,-1.00,16.17,-0.29,0.10,-0.01,-9.95,0.00,-1.00,-1.00,0.00,0.08,-0.00,0.04,-0.10,0.05,-2.42,1.43,38.85,0.87,1.61,-1.00,-1.00,-0.33,34.43,42.02,-0.05,-55.12,1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,The Fembots,3,3.14,0.16,-0.31,-0.30,0.20,0.00,12.03,0.20,-1.00,-1.00,4.01,14.87,0.28,-0.78,-0.09,0.33,0.43,-0.19,0.00,14.97,-0.12,-1.00,-1.00,27.34,0.23,0.08,-0.07,12.45,0.33,-1.00,-1.00,-0.02,0.00,-0.19,0.45,0.51,-0.08,11.86,0.14,27.00,0.57,0.08,-1.00,-1.00,-0.39,42.34,42.01,0.20,-41.10,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3981,Les LOUPS,3,4.72,0.03,0.16,0.17,-0.01,0.00,-0.81,-0.01,-1.00,-1.00,-0.27,4.08,-0.27,-5.08,-1.74,0.33,0.18,-0.21,0.00,12.47,-0.48,-1.00,-1.00,31.08,0.24,-0.18,0.35,20.35,0.33,-1.00,-1.00,-0.04,0.00,-0.27,-0.05,0.16,0.31,2.55,7.53,11.66,0.30,-0.50,-1.00,-1.00,-1.56,42.69,41.99,-0.16,-24.84,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6068,Delta Overload,3,4.57,0.00,0.86,0.86,-0.04,0.00,-2.25,-0.04,-1.00,-1.00,-0.75,3.18,-0.00,-0.98,-0.40,0.33,0.33,0.31,0.01,41.11,2.02,-1.00,-1.00,30.81,-0.00,-0.19,-0.00,-9.90,0.27,-1.00,-1.00,0.00,0.01,0.52,-0.21,0.08,0.32,4.55,6.95,38.86,0.99,1.98,-1.00,-1.00,0.45,40.94,41.90,-0.01,-76.82,1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Project NEO,3,3.88,0.00,0.70,0.70,0.24,0.00,14.43,0.24,-1.00,-1.00,4.81,19.01,-0.12,-0.40,-0.20,0.32,0.28,-0.06,0.00,12.39,0.09,-1.00,-1.00,22.43,0.14,-0.07,0.14,10.23,0.18,-1.00,-1.00,0.00,0.00,0.44,0.20,-0.10,-0.02,-0.29,0.41,26.82,0.55,0.33,-1.00,-1.00,0.50,41.84,41.88,0.11,-1.30,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,FLASH Power,2,3.11,-0.14,-0.27,-0.26,-0.00,0.00,-0.08,-0.00,-1.00,-1.00,-0.03,3.76,-0.53,-0.95,-0.31,0.31,0.22,-0.01,-0.01,19.09,0.42,-1.00,-1.00,31.65,0.02,0.02,0.02,9.06,-1.00,-1.00,-1.00,-0.01,-0.01,0.20,-0.03,0.23,-0.04,6.18,-0.73,23.95,0.57,0.49,-1.00,-1.00,-0.36,41.92,41.87,0.07,-17.41,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5830,LIFE Engineering,3,4.24,-0.13,0.00,-0.05,-0.08,0.00,-4.93,-0.08,-1.00,-1.00,-1.64,-0.73,-0.37,-0.03,-0.04,0.33,0.25,-0.13,0.00,21.27,0.07,-1.00,-1.00,39.82,0.07,0.28,0.02,18.58,0.67,-1.00,-1.00,0.00,0.00,-0.12,0.25,-0.15,0.06,-4.47,2.77,16.34,0.45,-0.01,-1.00,-1.00,-0.08,41.85,41.85,0.12,-13.76,1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112,Cyberstangs,3,4.98,0.00,-0.06,-0.06,0.10,0.00,5.76,0.10,-1.00,-1.00,1.92,10.68,-0.10,-1.35,-0.47,0.33,0.33,0.05,-0.04,23.24,0.53,-1.00,-1.00,32.20,0.02,-0.05,0.22,9.42,0.25,-1.00,-1.00,0.00,-0.04,-0.13,0.24,0.00,0.08,-0.52,3.12,29.00,0.68,0.62,-1.00,-1.00,-0.53,46.00,41.84,-0.08,-42.68,1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
